eval_model,generating_model,dataset,novel,open,eval_accuracy,std eval_accuracy,stderr eval_accuracy,question_token_count,std_question_token_count,avg_answer_token_count,std_avg_answer_token_count,reformat_question_cosine_similarity_to_orig,std_reformat_question_cosine_similarity_to_orig,reformat_answer_cosine_similarity_to_orig,std_reformat_answer_cosine_similarity_to_orig,reformat_question_similarity_score,std_reformat_question_similarity_score,reformat_answer_similarity_score,std_reformat_answer_similarity_score,answer_correctness_score,std_answer_correctness_score,explanation_validity_score,std_explanation_validity_score,question_clarity_score,std_question_clarity_score,question_difficulty_score,std_question_difficulty_score,question_groundedness_score,std_question_groundedness_score,validity_score
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.6391752577319587,0.48106706845431274,0.028200650985103094,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
google/gemma-3-27b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.6581632653061225,0.47553984855816134,0.03396713203986867,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.3421828908554572,0.47514178718700717,0.025806159536120952,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.20918367346938777,0.4077673380599379,0.029126238432852707,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.23367697594501718,0.42389802626924494,0.02484934238068374,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.2831858407079646,0.4512119094777338,0.024506466984343098,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.3007915567282322,0.4592084359562553,0.023587952945336853,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
meta-llama/Llama-3.1-8B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.29411764705882354,0.45639144747344307,0.026090162504279042,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.16494845360824742,0.37177335618396606,0.02179374010570034,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.22955145118733508,0.4211002964227874,0.021630469302254558,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.19607843137254902,0.3976788972321273,0.02273378940544767,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.07653061224489796,0.26652599638758023,0.019037571170541445,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.1976401179941003,0.39880780950017675,0.021660266963978627,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
meta-llama/Llama-3.2-3B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.15634218289085547,0.3637162896670775,0.019754357225878715,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.5103244837758112,0.5006323347881733,0.02719061604110075,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.5910290237467019,0.49229378536912843,0.02528743319008833,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.5132743362831859,0.5005625991234265,0.02718682851969484,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.576530612244898,0.4953736782564925,0.03538383416117803,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.4879725085910653,0.5007163963626954,0.029352514986554213,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
google/gemma-3-12b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.5,0.5008190013679069,0.028629916715693413,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.4803921568627451,0.5004337559252284,0.028607893699576094,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.4030612244897959,0.4917689850873858,0.035126356077670416,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.41002949852507375,0.49256573677471954,0.026752498576245964,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.5092348284960422,0.5005755367475682,0.025712838183820245,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.49557522123893805,0.5007194907113955,0.027195349701073086,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
google/gemma-3-4b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.3470790378006873,0.4768612072425939,0.027954099034447736,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.10204081632653061,0.3034771454535968,0.021676938960971198,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.3185840707964602,0.4666160451502536,0.02534310479099562,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.27440633245382584,0.44680447241892124,0.0229508041358969,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.13274336283185842,0.3397987076978883,0.0184553324870333,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.3300653594771242,0.47100659106735093,0.026925654653615645,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
google/gemma-3-1b-it,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.17525773195876287,0.3808423317083398,0.02232537286613236,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.335,0.47317488559919274,0.0334585170294358,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.43,0.4963181019179708,0.03509498954918332,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.35714285714285715,0.48038446141526137,0.03431317581537581,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.38,0.48660447963206216,0.03440813273035824,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.38,0.48660447963206216,0.03440813273035824,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
meta-llama/Llama-3.3-70B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.3,0.4594075275633928,0.03248501780682208,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.7040816326530612,0.45762337383081203,0.032687383845058,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.71,0.4549007291342081,0.03216633903375034,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.62,0.48660447963206216,0.03440813273035824,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.57,0.4963181019179708,0.03509498954918332,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.74,0.4397349590046876,0.031093957143700307,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
openai/gpt-4.1-mini,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.685,0.4656815397698432,0.032928657464464904,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.52,0.5008535428214359,0.03541569365103442,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.48,0.5008535428214359,0.03541569365103442,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.635,0.482638268781561,0.034127679271557736,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.59,0.4930675185909605,0.034865138597849225,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.55,0.49874213637205833,0.03526639466921483,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
openai/gpt-4.1,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.5969387755102041,0.4917689850873858,0.035126356077670416,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.4673202614379085,0.49974814186052385,0.02856869975222588,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.5498281786941581,0.4983679965956977,0.029214849354160403,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.56047197640118,0.4970633419679335,0.026996774959162553,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.49557522123893805,0.5007194907113955,0.027195349701073086,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.5255102040816326,0.5006275496665024,0.03575911069046445,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
microsoft/phi-4,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.554089709762533,0.4977227531676797,0.025566300534298387,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.528023598820059,0.4999519971371733,0.02715366517204737,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.5171503957783641,0.5003663272525996,0.025702091813900537,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.5,0.501280411827603,0.03580574370197164,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.4845360824742268,0.5006217250825217,0.029346965257824976,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.4749262536873156,0.5001090802800198,0.02716219675725845,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
Qwen/Qwen2.5-7B-Instruct,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.43790849673202614,0.4969423274843889,0.02840830202033266,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.4846938775510204,0.501045479447868,0.03578896281770486,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.4424778761061947,0.4974143754452797,0.027015840480577848,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.3790849673202614,0.4859540010304885,0.027780141207023355,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.43007915567282323,0.4957413816974811,0.02546452431821265,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.45017182130584193,0.4983679965956977,0.029214849354160403,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
Qwen/Qwen3-1.7B,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.5103244837758112,0.5006323347881733,0.02719061604110075,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.5130718954248366,0.5006478177691893,0.02862013080070019,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.6479591836734694,0.478829682655692,0.034202120189692285,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_physics,True,True,0.5979381443298969,0.4911589492232244,0.028792247512925657,,,,,,,,,,,,,,,,,9.065292096219931,0.6468518799094127,6.096219931271477,0.8601642972693662,7.77319587628866,1.7020615434569202,8.419243986254296
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_biology,True,True,0.6015831134564644,0.4902192850541051,0.02518087326656698,,,,,,,,,,,,,,,,,9.010554089709762,0.5764914891374531,6.203166226912929,0.8827819431637698,8.3377308707124,1.6555419431287777,8.674142480211081
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_chemistry,True,True,0.616519174041298,0.4869525225796177,0.026447630629591958,,,,,,,,,,,,,,,,,9.23598820058997,0.6497581668413241,6.073746312684365,0.8469210976662728,7.71976401179941,1.7568891630749557,8.47787610619469
Qwen/Qwen3-4B-Instruct-2507,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.5073746312684366,0.5006846301626909,0.027193456335964716,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_psychology,True,True,0.7315634218289085,0.44380106218900695,0.024103965010010445,,,,,,,,,,,,,,,,,8.982300884955752,0.56935974316583,6.056047197640118,0.8412925566733463,8.404129793510325,1.6108355609411478,8.693215339233038
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_math,True,True,0.8316326530612245,0.37515041462722176,0.026796458187658696,,,,,,,,,,,,,,,,,9.08673469387755,0.5869564798215435,5.841836734693878,0.7696306388672526,7.137755102040816,1.664884337842223,8.112244897959183
openai/gpt-oss-120b,meta-llama/Llama-4-Maverick-FP8,mmlu_pro_computer_science,True,True,0.6895424836601307,0.46343880685309224,0.02649303322514592,,,,,,,,,,,,,,,,,8.944444444444445,0.5887162158980273,6.032679738562091,0.8198381846843915,7.908496732026144,1.7725557676236101,8.426470588235293
